breakthrough_date,breakthrough_price,broke_ma_count,broke_p0_count,final_gain,held_ma120,held_ma120_days,held_p0,held_p0_days,ma120_at_breakthrough,max_gain,min_deviation_ma,min_deviation_p0,success,ts_code
20240925,3.83,0,0,20.89,True,10,True,10,3.82,27.94,0.0,0.0,True,sz002516
20240927,12.5,0,0,4.32,True,10,True,10,12.23,11.68,0.0,0.0,False,sz000878
20250625,22.18,0,3,1.08,True,10,False,7,21.68,3.07,0.0,-0.9,False,sz300762
20240930,3.93,0,9,-1.02,True,10,False,1,3.62,7.12,0.0,-6.36,False,sz002491
20240802,7.36,0,4,-1.49,True,10,False,6,6.41,9.65,0.0,-8.29,False,sz300204
20250707,18.85,0,0,8.65,True,10,True,10,18.69,9.92,0.0,0.0,False,sz300902
20240926,9.83,0,0,10.83,True,10,True,10,9.43,27.11,0.0,0.0,False,sz002558
20240903,6.08,5,9,-0.49,False,5,False,1,6.01,2.96,-3.01,-4.28,False,sz300153
20240927,2.58,0,0,10.08,True,10,True,10,2.54,20.93,0.0,0.0,False,sz002195
20240927,75.03,0,5,-0.19,True,10,False,5,69.62,20.57,0.0,-4.67,False,sz002821
20240930,20.44,0,1,23.14,True,10,False,9,19.06,23.14,0.0,-0.83,True,sz002368
20240926,2011.51,0,0,8.4,True,10,True,10,1998.76,32.58,0.0,0.0,False,sz399412
20240927,7.86,0,0,11.19,True,10,True,10,7.77,26.33,0.0,0.0,False,sz300434
20240926,7.46,0,0,6.43,True,10,True,10,7.44,20.38,0.0,0.0,False,sz002788
20240927,4.18,0,0,4.31,True,10,True,10,4.05,12.44,0.0,0.0,False,sz002641
20250625,37.4,2,2,3.74,False,8,False,8,37.23,3.74,-0.27,-0.64,False,sz301503
20240925,6.24,0,0,7.05,True,10,True,10,6.24,15.54,0.0,0.0,False,sz000635
20250625,10.07,1,1,3.18,False,9,False,9,10.04,3.87,-0.35,-0.7,False,sz300701
20240927,8.92,0,1,2.58,True,10,False,9,8.54,20.96,0.0,-0.78,False,sz002326
20240808,4.52,10,10,-10.62,False,0,False,0,4.23,0.0,-6.09,-13.05,False,sz300029
20240822,2.32,7,8,-6.03,False,3,False,2,2.3,0.86,-5.02,-7.33,False,sz002775
20240926,17.11,0,0,4.21,True,10,True,10,16.98,19.87,0.0,0.0,False,sz002126
20240927,5.15,0,0,16.11,True,10,True,10,4.99,21.15,0.0,0.0,False,sz002212
20240924,42.68,0,0,21.86,True,10,True,10,42.45,44.02,0.0,0.0,True,sz300487
20240927,4.05,0,0,4.44,True,10,True,10,3.96,12.35,0.0,0.0,False,sz000701
20240813,6.4,1,1,7.51,False,9,False,9,6.36,7.51,-0.73,-1.25,False,sz002588
20240913,4.07,5,5,52.83,False,5,False,5,4.05,52.83,-6.85,-7.62,True,sz300067
20250624,22.16,0,0,4.87,True,10,True,10,22.11,6.86,0.0,0.0,False,sz300855
20251023,93.35,5,5,-2.79,False,5,False,5,93.21,1.53,-2.95,-3.29,False,sz301479
20240827,10.6,9,10,-9.43,False,1,False,0,9.97,0.0,-4.91,-10.28,False,sz300500
20240927,6991.29,0,0,5.31,True,10,True,10,6808.1,19.4,0.0,0.0,False,sz399671
20240930,17.06,0,4,6.86,True,10,False,6,15.21,13.83,0.0,-7.74,False,sz300657
20240902,5.18,9,10,-4.44,False,1,False,0,5.09,0.0,-5.37,-7.72,False,sz002691
20240731,2437.69,10,10,-6.21,False,0,False,0,2434.95,0.0,-6.83,-6.41,False,sz399996
20260408,56.36,0,0,10.57,True,7,True,7,56.01,13.34,0.0,0.0,False,sz300836
20240808,11.35,0,1,0.62,True,10,False,9,11.08,2.56,0.0,-0.09,False,sz000902
20240815,13.03,0,10,-5.99,True,10,False,0,11.59,0.0,0.0,-7.98,False,sz300183
20240930,3.5,5,8,1.43,False,5,False,2,3.28,1.43,-2.69,-8.86,False,sz002716
20250627,22.32,0,2,3.09,True,10,False,8,22.23,3.18,0.0,-0.36,False,sz301133
20240927,3.92,0,1,0.26,True,10,False,9,3.69,18.39,0.0,-2.04,False,sz002145
20240912,20.19,8,8,17.53,False,2,False,2,19.37,17.53,-8.93,-13.52,False,sz300619
20240927,21.3,0,0,3.33,True,10,True,10,19.44,21.08,0.0,0.0,False,sz000762
20240927,10.69,0,0,9.73,True,10,True,10,10.49,24.51,0.0,0.0,False,sz002271
20250701,16.32,3,3,1.59,False,7,False,7,16.28,2.57,-0.47,-0.74,False,sz301207
20251219,23.98,0,0,20.39,True,10,True,10,22.86,20.39,0.0,0.0,True,sz300878
20240731,29.16,0,0,2.74,True,10,True,10,28.92,4.01,0.0,0.0,False,sz002422
20240926,3986.3,0,0,6.29,True,10,True,10,3926.51,26.6,0.0,0.0,False,sz399358
20240927,4.23,0,0,10.63,True,10,True,10,4.1,37.56,0.0,0.0,False,sz300587
20240731,3.63,3,8,-0.83,False,7,False,2,3.55,0.28,-1.41,-3.85,False,sz000601
20240927,7.17,0,0,5.16,True,10,True,10,6.95,21.9,0.0,0.0,False,sz300129
20250624,24.28,0,0,3.21,True,10,True,10,23.6,4.82,0.0,0.0,False,sz301199
20240927,8.22,0,0,5.35,True,10,True,10,8.03,18.98,0.0,0.0,False,sz002026
20260227,75.01,9,10,-3.77,False,1,False,0,74.73,0.0,-6.92,-7.61,False,sz301603
20260310,35.85,7,7,-11.16,False,3,False,3,35.7,2.65,-11.95,-11.88,False,sz300955
20250627,39.74,0,3,-1.94,True,10,False,7,38.42,4.35,0.0,-1.94,False,sz002993
20240926,28.28,0,0,6.22,True,10,True,10,27.56,13.54,0.0,0.0,False,sz000786
20240730,10.92,4,5,1.28,False,6,False,5,10.48,1.28,-4.21,-8.06,False,sz300400
20240930,5.97,1,9,-4.18,False,9,False,1,5.57,4.35,-0.16,-7.87,False,sz002295
20240927,6.28,0,0,18.17,True,10,True,10,5.89,36.65,0.0,0.0,False,sz300253
20241028,7.18,4,5,31.06,False,6,False,5,7.13,31.06,-5.76,-6.96,True,sz002068
20240731,8.64,9,9,-5.79,False,1,False,1,8.29,0.0,-5.71,-9.26,False,sz002815
20240812,12.71,9,10,-10.7,False,1,False,0,12.16,0.0,-6.61,-10.94,False,sz300463
20250624,38.37,0,2,4.12,True,10,False,8,37.36,4.25,0.0,-0.5,False,sz301280
20250624,38.26,2,4,14.77,False,8,False,6,38.03,14.77,-1.33,-2.01,False,sz300936
20250624,39.52,0,9,-2.86,True,10,False,1,33.86,0.03,0.0,-4.86,False,sz301349
20250715,77.08,1,1,22.12,False,9,False,9,76.05,26.69,-0.21,-1.13,True,sz300718
20240930,23.08,4,8,1.17,False,6,False,2,22.34,8.71,-3.16,-6.59,False,sz002876
20240813,5.54,10,10,-9.02,False,0,False,0,5.51,0.0,-11.01,-11.9,False,sz002658
20240903,13.64,6,9,2.35,False,4,False,1,13.18,2.35,-3.96,-7.55,False,sz000985
20240926,3028.91,0,0,2.54,True,10,True,10,3003.92,14.34,0.0,0.0,False,sz399391
20240927,3.42,0,0,4.09,True,10,True,10,3.37,17.52,0.0,0.0,False,sz002522
20240830,234.98,10,10,-7.96,False,0,False,0,230.97,0.0,-6.5,-7.96,False,sz002371
20250624,23.76,3,4,-2.27,False,7,False,6,23.4,2.15,-2.37,-2.9,False,sz301307
20251111,70.2,9,9,-7.04,False,1,False,1,69.31,0.27,-9.75,-10.26,False,sz301033
20240802,4.33,10,10,-5.31,False,0,False,0,4.23,0.0,-3.96,-6.0,False,sz002616
20251021,18.62,0,1,17.67,True,10,False,9,18.22,17.67,0.0,-1.99,False,sz300985
20240801,12.72,0,9,-5.19,True,10,False,1,11.34,0.79,0.0,-8.57,False,sz300519
20251126,32.19,1,1,18.45,False,9,False,9,31.84,18.45,-1.37,-1.58,False,sz002943
20240813,8.06,10,10,-9.67,False,0,False,0,7.97,0.0,-8.84,-9.67,False,sz002245
20240812,16.22,6,9,-12.09,False,4,False,1,15.35,0.56,-6.88,-12.4,False,sz000756
20240807,4.81,10,10,-6.03,False,0,False,0,4.81,0.0,-8.43,-7.69,False,sz300283
20240805,9.36,10,10,-4.91,False,0,False,0,9.36,0.0,-9.66,-9.08,False,sz002416
20240927,6.38,8,8,-5.49,False,2,False,2,6.25,9.4,-4.24,-7.21,False,sz000978
20240920,11.81,0,0,16.43,True,10,True,10,11.66,43.35,0.0,0.0,False,sz002722
20251021,29.01,0,2,-0.59,True,10,False,8,28.29,5.41,0.0,-1.41,False,sz301107
20240911,4.23,1,4,10.64,False,9,False,6,4.17,10.64,-1.45,-3.55,False,sz002591
20240926,17.98,0,0,18.78,True,10,True,10,17.7,32.16,0.0,0.0,False,sz300557
20240923,1.71,0,0,23.98,True,10,True,10,1.69,39.18,0.0,0.0,True,sz000718
20240930,9.12,2,9,-5.81,False,8,False,1,8.58,4.94,-0.76,-7.24,False,sz002458
20240927,3516.86,0,0,15.23,True,10,True,10,3348.65,26.49,0.0,0.0,False,sz399016
20251111,11.71,4,6,-6.23,False,6,False,4,11.38,4.44,-5.11,-7.69,False,sz301149
20250716,80.24,1,2,-2.48,False,9,False,8,77.96,2.26,-1.43,-2.48,False,sz001306
20240909,4.86,0,0,8.44,True,10,True,10,4.28,36.42,0.0,0.0,False,sz300030
20260109,15.74,5,3,22.62,False,5,False,7,15.71,22.62,-1.52,-1.4,True,sz300861
20240925,3.63,1,4,0.0,False,9,False,6,3.51,12.95,-0.01,-5.51,False,sz000955
20251223,16.69,2,5,2.52,False,8,False,5,16.26,4.13,-0.8,-3.06,False,sz300786
20240927,6.16,0,0,15.1,True,10,True,10,6.12,22.08,0.0,0.0,False,sz300600
20240927,8.13,0,1,8.36,True,10,False,9,7.99,13.78,0.0,-0.98,False,sz000586
20250624,13.25,0,0,2.42,True,10,True,10,13.14,3.09,0.0,0.0,False,sz003025
20240926,1128.76,0,0,14.97,True,10,True,10,1124.14,39.66,0.0,0.0,False,sz399626
20240731,4.43,0,4,0.9,True,10,False,6,4.33,1.13,0.0,-1.36,False,sz000166
20241127,38.93,2,2,5.45,False,8,False,8,38.54,5.45,-1.53,-2.39,False,sz002475
20240805,4.64,7,9,-8.62,False,3,False,1,4.34,7.55,-6.93,-12.51,False,sz300329
20251022,19.11,1,0,2.77,False,9,True,10,19.07,3.51,-0.35,0.0,False,sz301399
20240802,3.75,9,9,-2.13,False,1,False,1,3.74,0.53,-2.79,-2.4,False,sz002688
20250625,3.6,2,4,2.64,False,8,False,6,3.58,3.19,-0.77,-1.66,False,sz003816
20240924,4.56,0,0,12.94,True,10,True,10,4.53,21.71,0.0,0.0,False,sz000401
20240926,3171.45,0,0,16.52,True,10,True,10,3106.62,44.71,0.0,0.0,False,sz399668
20250624,21.72,0,0,7.18,True,10,True,10,21.48,7.18,0.0,0.0,False,sz301161
20251125,18.15,2,2,11.4,False,8,False,8,18.04,11.4,-1.54,-1.6,False,sz002925
20250722,18.11,8,10,-4.53,False,2,False,0,17.95,0.0,-4.99,-5.85,False,sz002158
20240930,37.08,5,9,-7.77,False,5,False,1,34.97,0.0,-5.02,-9.98,False,sz002223
20240903,13.63,9,9,-6.53,False,1,False,1,13.6,0.15,-7.24,-8.29,False,sz002159
20240926,9.51,0,0,61.41,True,10,True,10,8.8,80.86,0.0,0.0,True,sz300056
20251124,15.97,0,1,29.74,True,10,False,9,15.47,29.74,0.0,-0.38,True,sz001360
20240930,8.49,4,9,-3.83,False,6,False,1,8.08,5.18,-3.06,-8.13,False,sz002090
20240731,10.77,9,10,-8.08,False,1,False,0,10.55,0.0,-8.98,-11.05,False,sz300531
20250813,62.5,2,2,6.13,False,8,False,8,62.37,9.07,-2.17,-2.59,False,sz301085
20240926,1610.34,0,0,22.38,True,10,True,10,1604.9,46.66,0.0,0.0,True,sz399640
20250630,33.33,0,1,4.98,True,10,False,9,32.88,5.25,0.0,-0.18,False,sz301278
20240812,1.92,0,3,-2.08,True,10,False,7,1.79,5.73,0.0,-4.17,False,sz200468
20240927,1.3,0,0,9.23,True,10,True,10,1.29,24.62,0.0,0.0,False,sz300301
20240910,31.7,1,0,4.6,False,9,True,10,31.58,5.08,-0.17,0.0,False,sz300628
20240927,8.44,0,1,11.14,True,10,False,9,8.09,17.77,0.0,-2.37,False,sz002174
20240927,4.21,4,5,-2.85,False,6,False,5,4.15,12.59,-2.67,-4.99,False,sz000100
20250818,57.82,0,0,3.91,True,10,True,10,56.74,7.42,0.0,0.0,False,sz301236
20240930,15.29,2,9,-5.1,False,8,False,1,14.46,8.44,-3.51,-9.88,False,sz002240
20240806,15.0,9,9,-11.6,False,1,False,1,14.86,0.13,-10.79,-11.6,False,sz002389
20250805,24.42,1,5,2.58,False,9,False,5,24.27,3.28,-1.2,-2.66,False,sz300980
20251027,30.47,3,5,0.49,False,7,False,5,30.02,1.44,-0.78,-1.87,False,sz301665
20240906,4.17,8,8,-7.19,False,2,False,2,4.11,13.43,-6.47,-9.59,False,sz300086
20240925,5.62,0,0,9.97,True,10,True,10,5.57,16.74,0.0,0.0,False,sz002040
20240926,5.1,1,1,-1.96,False,9,False,9,5.09,14.31,-0.35,-1.96,False,sz000553
20250717,24.03,0,2,3.95,True,10,False,8,23.52,5.95,0.0,-1.21,False,sz301302
20240926,6.5,0,0,8.0,True,10,True,10,6.46,22.15,0.0,0.0,False,sz002527
20240926,25.7,0,0,19.92,True,10,True,10,25.31,30.69,0.0,0.0,False,sz000034
20241226,3.45,1,5,-2.03,False,9,False,5,3.36,2.9,-0.88,-2.03,False,sz200512
20240930,9.83,3,9,-4.78,False,7,False,1,9.18,3.86,-1.76,-9.36,False,sz002873
20250624,7.44,0,1,3.9,True,10,False,9,7.23,3.9,0.0,-0.27,False,sz300933
20250624,29.95,0,0,13.36,True,10,True,10,29.9,13.36,0.0,0.0,False,sz301285
20240927,12.85,0,0,9.18,True,10,True,10,12.41,14.55,0.0,0.0,False,sz002810
20240731,6.32,6,9,-0.16,False,4,False,1,6.13,0.95,-7.12,-8.54,False,sz300162
20240926,3.99,0,0,15.79,True,10,True,10,3.92,29.82,0.0,0.0,False,sz300405
20241008,13.34,6,10,-0.6,False,4,False,0,12.88,0.0,-5.94,-9.37,False,sz002290
20240926,1877.49,0,0,15.97,True,10,True,10,1874.48,30.87,0.0,0.0,False,sz399423
20251124,58.74,0,0,5.72,True,10,True,10,58.46,6.83,0.0,0.0,False,sz301606
20240731,10.27,6,10,-9.06,False,4,False,0,9.57,0.0,-5.03,-11.49,False,sz002670
20250731,10.36,0,0,4.83,True,10,True,10,10.07,16.7,0.0,0.0,False,sz002811
20260408,14.78,0,3,-2.5,True,7,False,4,14.35,2.3,0.0,-2.5,False,sz300730
20240930,13.4,4,9,-6.94,False,6,False,1,12.28,6.12,-2.98,-12.01,False,sz002317
20240808,2.69,8,10,-18.59,False,2,False,0,2.41,0.0,-8.66,-18.59,False,sz300267
20260306,15.73,4,7,-15.07,False,6,False,3,15.12,1.65,-12.88,-15.07,False,sz300686
20251016,17.86,8,8,-10.25,False,2,False,2,17.54,1.4,-9.76,-10.25,False,sz300961
20240930,31.26,9,9,-10.24,False,1,False,1,31.13,1.09,-13.15,-13.98,False,sz000028
20240923,1071.68,0,0,24.5,True,10,True,10,1068.69,36.46,0.0,0.0,True,sz399241
20240912,3.68,0,2,16.87,True,10,False,8,3.61,16.87,0.0,-1.36,False,sz002012
20240920,6.81,1,1,17.01,False,9,False,9,6.79,26.29,-1.08,-1.32,False,sz000501
20240927,13.92,0,0,25.5,True,10,True,10,13.27,43.46,0.0,0.0,True,sz300229
20250625,63.3,7,9,0.57,False,3,False,1,62.44,0.57,-4.12,-4.82,False,sz301299
20240927,5.05,0,2,23.96,True,10,False,8,4.86,23.96,0.0,-4.75,True,sz002575
20240925,8.74,0,0,8.7,True,10,True,10,8.73,28.95,0.0,0.0,False,sz000066
20240910,1.72,6,8,1.16,False,4,False,2,1.67,1.16,-11.96,-16.28,False,sz002622
20251231,40.52,8,9,1.6,False,2,False,1,39.74,1.6,-9.75,-10.17,False,sz301007
20240926,1.25,8,8,-8.0,False,2,False,2,1.24,2.4,-7.53,-8.8,False,sz000656
20250708,50.97,0,0,4.63,True,10,True,10,49.15,6.44,0.0,0.0,False,sz301333
20240927,4.65,0,2,-0.43,True,10,False,8,4.58,12.04,0.0,-1.72,False,sz002345
20250624,12.69,1,1,7.01,False,9,False,9,12.66,10.4,-0.75,-0.79,False,sz300885
20240925,5.3,0,1,31.32,True,10,False,9,5.23,55.28,0.0,-0.38,True,sz300419
20250905,14.7,0,2,1.7,True,10,False,8,14.27,4.35,0.0,-0.75,False,sz301180
20260114,28.5,10,10,-10.53,False,0,False,0,28.27,0.0,-11.28,-10.53,False,sz001206
20240925,17.05,0,0,50.97,True,10,True,10,16.77,56.13,0.0,0.0,True,sz300130
20250624,23.25,0,0,3.57,True,10,True,10,23.03,3.57,0.0,0.0,False,sz301049
20240927,5.69,0,1,5.62,True,10,False,9,5.56,15.11,0.0,-0.7,False,sz002842
20240925,16.32,0,0,8.7,True,10,True,10,15.61,41.53,0.0,0.0,False,sz300457
20240820,4.84,10,10,-11.98,False,0,False,0,4.53,0.0,-10.71,-16.53,False,sz300004
20250905,37.75,0,0,37.83,True,10,True,10,36.63,37.83,0.0,0.0,True,sz001332
20240927,7.86,0,0,10.05,True,10,True,10,7.84,12.73,0.0,0.0,False,sz002758
20251205,10.38,9,10,-2.83,False,1,False,0,10.23,0.0,-4.07,-4.04,False,sz002939
20240925,29.57,0,0,78.92,True,10,True,10,27.87,93.02,0.0,0.0,True,sz300563
20251023,36.36,8,8,-3.58,False,2,False,2,36.16,1.57,-4.25,-4.18,False,sz301380
20240927,2888.32,0,0,22.42,True,10,True,10,2739.1,26.8,0.0,0.0,True,sz399811
20251124,38.28,0,4,16.01,True,10,False,6,36.7,16.01,0.0,-4.13,False,sz002977
20240927,11.56,0,0,2.16,True,10,True,10,11.34,11.07,0.0,0.0,False,sz000885
20260203,41.55,2,2,18.89,False,8,False,8,40.4,18.89,-3.82,-6.02,False,sz301150
20250701,36.63,7,10,-1.79,False,3,False,0,35.8,0.0,-2.38,-3.85,False,sz301099
20240930,7.12,9,9,-6.32,False,1,False,1,6.97,6.46,-5.6,-7.72,False,sz002441
20241106,2.52,0,1,3.97,True,10,False,9,2.49,8.33,0.0,-0.79,False,sz002168
20260119,32.66,6,6,-7.56,False,4,False,4,32.55,4.72,-8.04,-7.56,False,sz001298
20260108,21.89,0,0,7.63,True,10,True,10,21.54,7.63,0.0,0.0,False,sz003011
20240930,15.18,4,9,-1.91,False,6,False,1,14.37,4.35,-1.65,-6.92,False,sz002395
20240924,6.01,0,0,18.97,True,10,True,10,5.87,46.42,0.0,0.0,False,sz000686
20240919,8.02,0,0,47.13,True,10,True,10,7.99,67.58,0.0,0.0,True,sz300353
20250624,10.37,0,0,7.64,True,10,True,10,10.19,9.28,0.0,0.0,False,sz002893
20250724,31.01,9,9,-2.32,False,1,False,1,30.98,0.42,-2.54,-2.68,False,sz300999
20240731,6.49,8,10,-8.78,False,2,False,0,6.17,0.0,-5.67,-8.78,False,sz000683
20240930,13.94,0,2,4.45,True,10,False,8,12.48,12.2,0.0,-1.08,False,sz300505
20240806,4.85,1,0,0.82,False,9,True,10,4.83,7.22,-0.16,0.0,False,sz300062
20251204,79.19,3,3,-0.75,False,7,False,7,78.44,5.44,-2.23,-2.75,False,sz301155
20250707,15.29,0,0,2.55,True,10,True,10,15.26,2.88,0.0,0.0,False,sz300504
20240925,5.36,0,2,-0.97,True,10,False,8,5.25,25.0,0.0,-0.97,False,sz000430
20250806,63.71,1,3,2.43,False,9,False,7,62.63,2.43,-0.13,-2.45,False,sz301598
20250704,41.06,0,0,5.7,True,10,True,10,40.84,6.19,0.0,0.0,False,sz301202
20240930,3.53,0,9,-5.67,True,10,False,1,3.21,3.4,0.0,-8.22,False,sz002427
20240930,2.37,0,5,8.74,True,10,False,5,2.16,8.74,0.0,-5.95,False,sz002713
20240930,7.84,1,9,-4.08,False,9,False,1,7.33,5.23,-0.15,-6.51,False,sz002140
20250901,13.77,5,6,0.44,False,5,False,4,13.69,0.58,-2.47,-2.9,False,sz003039
20240930,5.25,9,9,-5.71,False,1,False,1,5.0,2.86,-3.45,-8.19,False,sz002469
20250709,35.85,9,9,0.73,False,1,False,1,35.77,0.73,-3.53,-3.91,False,sz300833
20240927,1767.95,0,0,6.34,True,10,True,10,1744.36,22.85,0.0,0.0,False,sz399674
20240926,15.32,0,0,26.32,True,10,True,10,15.26,32.3,0.0,0.0,True,sz300652
20250804,23.77,6,8,-1.68,False,4,False,2,23.6,0.93,-1.99,-2.23,False,sz001337
20240930,3.94,8,9,-5.58,False,2,False,1,3.85,9.9,-4.27,-7.87,False,sz002694
20240927,2293.23,0,0,7.26,True,10,True,10,2220.82,26.22,0.0,0.0,False,sz399993
20251125,33.09,8,8,-9.43,False,2,False,2,32.15,5.59,-9.26,-11.03,False,sz300907
20250626,28.65,3,5,19.83,False,7,False,5,28.41,23.98,-1.3,-2.3,False,sz301378
20240930,5.99,9,9,-9.35,False,1,False,1,5.82,2.67,-7.37,-10.18,False,sz000529
20250905,19.27,1,6,-2.18,False,9,False,4,18.98,0.83,-1.24,-2.18,False,sz301185
20240927,3.25,4,7,2.46,False,6,False,3,3.21,4.0,-3.28,-6.15,False,sz002289
20250707,21.55,10,10,-2.23,False,0,False,0,21.44,0.0,-4.5,-4.73,False,sz300880
20240924,3.86,0,7,-3.63,True,10,False,3,3.72,10.62,0.0,-4.15,False,sz002513
20251022,40.45,2,2,6.95,False,8,False,8,40.41,6.95,-2.43,-1.19,False,sz300949
20251201,59.12,6,9,-12.35,False,4,False,1,54.98,0.14,-5.9,-12.69,False,sz301336
20240731,19.43,9,10,-5.92,False,1,False,0,19.28,0.0,-5.56,-5.92,False,sz002074
20240807,7.4,8,8,-14.46,False,2,False,2,7.33,2.03,-14.0,-15.0,False,sz002809
20240926,5.83,0,0,21.78,True,10,True,10,5.62,33.62,0.0,0.0,True,sz000567
20240930,276.91,1,7,1.58,False,9,False,3,271.0,2.98,-0.46,-2.61,False,sz399307
20240927,3.41,6,6,-2.35,False,4,False,4,3.38,9.38,-2.83,-4.69,False,sz000630
20240923,1.25,0,0,8.0,True,10,True,10,1.24,26.4,0.0,0.0,False,sz002323
20251119,90.21,0,0,18.28,True,10,True,10,89.38,18.28,0.0,0.0,False,sz301061
20240807,7.32,8,8,-9.02,False,2,False,2,7.23,3.14,-7.81,-9.02,False,sz002644
20251020,44.06,0,2,27.19,True,10,False,8,43.08,30.93,0.0,-1.13,True,sz300964
20240926,2191.46,0,0,10.43,True,10,True,10,2187.45,36.05,0.0,0.0,False,sz399417
20240812,32.11,8,9,0.55,False,2,False,1,31.64,0.55,-1.96,-3.24,False,sz000999
20251015,27.12,3,3,3.13,False,7,False,7,26.88,3.13,-0.98,-1.7,False,sz000062
20240926,14.71,0,0,13.39,True,10,True,10,14.68,20.53,0.0,0.0,False,sz002190
20251124,20.1,0,2,4.03,True,10,False,8,19.74,4.03,0.0,-0.5,False,sz001260
20240730,2.87,4,8,-15.68,False,6,False,2,2.53,6.27,-6.65,-18.12,False,sz300287
20240905,6.63,1,1,0.75,False,9,False,9,6.6,4.07,-1.45,-1.66,False,sz000752
20240920,18.25,0,1,19.13,True,10,False,9,18.01,31.84,0.0,-0.05,False,sz002241
20251031,13.14,0,0,4.79,True,10,True,10,13.12,4.79,0.0,0.0,False,sz300981
20251103,22.08,6,7,-0.32,False,4,False,3,21.93,1.4,-1.06,-1.49,False,sz301103
20240927,6.93,3,8,-2.74,False,7,False,2,6.81,8.23,-1.82,-3.75,False,sz002726
20250630,16.5,8,7,1.33,False,2,False,3,16.42,1.33,-6.48,-6.36,False,sz300806
20240930,18.78,1,6,5.49,False,9,False,4,17.87,12.41,-2.25,-7.5,False,sz300553
20251020,6.46,0,0,3.25,True,10,True,10,6.4,3.25,0.0,0.0,False,sz002909
20240731,36.0,10,10,-6.28,False,0,False,0,35.16,0.0,-5.57,-6.28,False,sz002595
20240930,17.11,0,5,5.2,True,10,False,5,15.41,14.61,0.0,-4.15,False,sz300034
20240926,2450.19,0,0,22.05,True,10,True,10,2444.04,47.89,0.0,0.0,True,sz399012
20240927,19.58,0,0,4.6,True,10,True,10,19.26,16.96,0.0,0.0,False,sz002768
20240927,14.02,0,0,9.2,True,10,True,10,13.53,39.23,0.0,0.0,False,sz300363
20251103,33.02,5,10,-7.63,False,5,False,0,30.7,0.0,-3.41,-8.6,False,sz300865
20240927,4.59,0,0,25.49,True,10,True,10,4.32,28.54,0.0,0.0,True,sz300057
20250721,121.75,9,10,-5.3,False,1,False,0,118.77,0.0,-8.56,-10.06,False,sz003021
20240731,7.38,1,1,1.9,False,9,False,9,7.35,1.9,-0.08,-0.14,False,sz000582
20240924,22.41,0,1,13.74,True,10,False,9,22.34,30.17,0.0,-0.13,False,sz002222
20240927,9.25,0,0,4.76,True,10,True,10,9.11,12.21,0.0,0.0,False,sz002116
20240830,5.86,8,10,-7.33,False,2,False,0,5.82,0.0,-5.04,-7.33,False,sz300219
20240930,1.93,0,2,0.0,True,10,False,8,1.85,3.63,0.0,-0.52,False,sz200570
20240730,15.3,8,10,-17.06,False,2,False,0,13.74,0.0,-8.35,-18.43,False,sz300583
20250714,48.8,1,1,4.92,False,9,False,9,48.65,4.92,-0.58,-0.84,False,sz301360
20240926,2.01,0,0,7.46,True,10,True,10,1.96,23.38,0.0,0.0,False,sz000056
20240930,5.47,0,9,-6.76,True,10,False,1,5.07,6.21,0.0,-7.86,False,sz000531
20240927,6.17,1,4,-0.32,False,9,False,6,6.13,16.53,-0.19,-1.94,False,sz002022
20240925,1.72,0,0,7.56,True,10,True,10,1.72,12.21,0.0,0.0,False,sz200017
20240930,469.53,0,8,0.82,True,10,False,2,429.57,12.39,0.0,-7.12,False,sz399678
20240924,4.88,0,1,6.56,True,10,False,9,4.81,24.8,0.0,-0.61,False,sz002291
20240927,4.31,6,7,-1.62,False,4,False,3,4.29,6.96,-2.07,-3.02,False,sz000782
20240927,3.52,0,0,2.27,True,10,True,10,3.42,14.2,0.0,0.0,False,sz002358
20250717,39.13,5,5,-0.38,False,5,False,5,38.87,4.5,-0.84,-1.12,False,sz002997
20260112,36.8,2,4,0.11,False,8,False,6,36.23,2.04,-0.77,-2.23,False,sz300951
20240927,2057.95,0,0,5.54,True,10,True,10,1978.53,25.2,0.0,0.0,False,sz399441
20240820,14.28,10,10,-12.46,False,0,False,0,13.74,0.0,-10.82,-14.43,False,sz300467
20250924,11.24,9,9,-3.11,False,1,False,1,11.2,0.18,-4.51,-3.11,False,sz001236
20240927,3.93,4,6,-1.53,False,6,False,4,3.87,10.18,-0.58,-3.82,False,sz002795
20250916,48.69,8,9,-8.67,False,2,False,1,47.09,1.36,-6.54,-9.32,False,sz300100
20240926,3.43,0,0,5.83,True,10,True,10,3.38,19.52,0.0,0.0,False,sz002375
20250728,20.26,4,8,19.05,False,6,False,2,19.85,19.05,-1.64,-3.36,False,sz300752
20240730,4.42,1,1,2.94,False,9,False,9,4.4,5.43,-1.3,-1.36,False,sz000035
20240927,5210.18,0,1,1.72,True,10,False,9,5101.27,9.63,0.0,-0.57,False,sz399395
20240802,1.41,10,10,-19.86,False,0,False,0,1.38,0.0,-17.72,-19.86,False,sz000981
20240930,12.73,0,2,14.61,True,10,False,8,10.87,20.03,0.0,-3.77,False,sz300429
20240926,4.48,1,3,-0.67,False,9,False,7,4.34,12.5,-0.4,-3.79,False,sz002188
20250624,17.0,0,3,2.24,True,10,False,7,16.45,2.24,0.0,-1.18,False,sz001278
20240927,14.84,0,5,-1.01,True,10,False,5,14.2,14.49,0.0,-4.25,False,sz002612
20250624,10.93,1,4,1.83,False,9,False,6,10.87,1.83,-0.04,-0.73,False,sz300235
